Name,Country,Age,"Height, cm",Weight,Sex,Date of birth,Place of birth,Gold,Silver,Bronze,Total,Sport,Event
Marika Popowicz,Poland,24,164.0,53.0,F,4/28/1988,Gniezno (POL),0,0,0,0,Athletics,Women's 4 x 100m Relay
Marina Marghieva,Republic of Moldova,26,186.0,83.0,F,6/28/1986,OSETIA (RUS),0,0,0,0,Athletics,Women's Hammer Throw
Mark Plotyczer,Great Britain,25,195.0,86.0,M,2/19/1987,Rio De Janeiro (BRA),0,0,0,0,Volleyball,Men's Volleyball
Marko Podrascanin,Serbia,24,204.0,92.0,M,8/29/1987,Novi Sad (SRB),0,0,0,0,Volleyball,Men's Volleyball
Markus Deibler,Germany,22,197.0,94.0,M,1/28/1990,BIBERACH/RISS (GER),0,0,0,0,Swimming,"Men's 200m Individual Medley, Men's 4x100m Freestyle Relay"
Marsha Marescia,South Africa,29,165.0,56.0,F,1/13/1983,Durban (RSA),0,0,0,0,Hockey,Women's Hockey
Martin Maric,Croatia,28,197.0,120.0,M,4/19/1984,Belgrade (SRB),0,0,0,0,Athletics,Men's Discus Throw
Martin Podhrasky,Czech Republic,28,192.0,85.0,M,10/11/1983,Praha (CZE),0,0,0,0,Shooting,Men's 25m Rapid Fire Pistol
Martina Hrasnova,Slovakia,29,177.0,80.0,F,3/21/1983,Bratislava (SVK),0,0,0,0,Athletics,Women's Hammer Throw
Martine Dugrenier,Canada,33,166.0,63.0,F,6/12/1979,Montreal (CAN),0,0,0,0,Wrestling,Women's 63kg Freestyle
Mary Hanna,Australia,57,173.0,63.0,F,12/1/1954,Melbourne (AUS),0,0,0,0,Equestrian,"Individual Dressage, Team Dressage, SANCETTE"
Masashi Ebinuma,Japan,22,170.0,66.0,M,2/15/1990,OYAMA (JPN),0,0,1,1,Judo,Men's -66kg
Mate Helebrandt,Hungary,23,174.0,60.0,M,1/12/1989,NYIREGYHAZA (HUN),0,0,0,0,Athletics,Men's 20km Race Walk
Matias del Solar,Chile,36,170.0,70.0,M,11/29/1975,VINA DEL MAR (CHI),0,0,0,0,Sailing,Men's Laser
Matthew Emmons,United States of America,31,175.0,82.0,M,4/5/1981,MT. HOLLY (USA),0,0,0,0,Shooting,"Men's 10m Air Rifle, Men's 50m Rifle 3 Positions"
Max Plaxton,Canada,27,183.0,70.0,M,5/29/1985,TOFINO (CAN),0,0,0,0,Cycling - Mountain Bike,Men's Cross-country
Mayra Herrera,Guatemala,23,158.0,55.0,F,12/20/1988,GUATEMALA CITY (GUA),0,0,0,0,Athletics,Women's 20km Race Walk
Megan Fonteno,American Samoa,19,163.0,61.0,F,3/5/1993,Okinawa (JPN),0,0,0,0,Swimming,Women's 100m Freestyle
Mei Yu Hsiao,Taipei (Chinese Taipei),27,162.0,53.0,F,1/7/1985,Taichung (TPE),0,0,0,0,"Cycling - Road, Cycling - Track","Women's Road Race, Women's Omnium"
Mekonnen Gebremedhin,Ethiopia,23,182.0,62.0,M,10/11/1988,Addis Ababa (ETH),0,0,0,0,Athletics,Men's 1500m
Melek Hu,Turkey,23,165.0,53.0,F,1/27/1989,CHINA,0,0,0,0,Table Tennis,Women's Singles
Melissa Hoskins,Australia,21,175.0,64.0,F,2/24/1991,KALAMUNDA (AUS),0,0,0,0,Cycling - Track,Women's Team Pursuit
Mercy Apondi Obiero,Kenya,33,165.0,68.0,F,8/27/1978,Nairobi,0,0,0,0,Weightlifting,Women's 69kg
Michal Kubiak,Poland,24,191.0,91.0,M,2/23/1988,WALCZ (POL),0,0,0,0,Volleyball,Men's Volleyball
Michal Lasko,Italy,31,202.0,100.0,M,3/11/1981,Wroclaw (POL),0,0,0,0,Volleyball,Men's Volleyball
Mickael Hanany,France,29,198.0,80.0,M,3/25/1983,VITRY,0,0,0,0,Athletics,Men's High Jump
Mihyun Park,Republic of Korea,26,160.0,60.0,F,1/26/1986,Seoul (KOR),0,0,0,0,Hockey,Women's Hockey
Mike Pateniotis,Greece,28,180.0,76.0,M,2/5/1984,PEIRAIAS (GRE),0,0,0,0,Sailing,Men's 49er
Milivoj Dukic,Montenegro,19,186.0,84.0,M,3/26/1993,Cetinje (MNE),0,0,0,0,Sailing,Men's Laser
Minghai Hu,People's Republic of China,23,177.0,71.0,M,4/19/1989,HUNAN (CHN),0,0,0,0,Canoe Slalom,Men's Canoe Double (C2)
Mira Jeong,Republic of Korea,25,172.0,52.0,F,2/16/1987,GYUNGBUK (KOR),0,0,0,0,Shooting,"Women's 10m Air Rifle, Women's 50m Rifle 3 Positions"
Mitch Larkin,Australia,19,187.0,72.0,M,7/9/1993,BUDERIM (AUS),0,0,0,0,Swimming,Men's 200m Backstroke
Miyoung Park,Republic of Korea,30,161.0,53.0,F,11/17/1981,Seoul,0,0,0,0,Table Tennis,"Women's Singles, Women's Team"
Muhamad Hasabi,Indonesia,20,163.0,62.0,M,7/12/1992,BEKASI,0,0,0,0,Weightlifting,Men's 62kg
Muhammad Halim,"Virgin Islands, US",25,191.0,82.0,M,10/26/1986,ST. CROIX (ISV),0,0,0,0,Athletics,Men's Triple Jump
Muradjan Halmuratov,Uzbekistan,30,185.0,68.0,M,6/11/1982,KHOREZM REGION (UZB),0,0,0,0,Cycling - Road,Men's Road Race
Mykola Labovskyy,Ukraine,29,175.0,70.0,M,5/4/1983,CHERNIVTSY REGION (UKR),0,0,0,0,Athletics,"Men's 10,000m"
Ahreum Na,Republic of Korea,22,162.0,58.0,F,3/24/1990,Jeonbuk (KOR),0,0,0,0,Cycling - Road,Women's Road Race
Victoria Na,Australia,21,167.0,60.0,F,3/23/1991,Carlton,0,0,0,0,Badminton,Women's Singles
Yoon Kyung Na,Republic of Korea,29,161.0,52.0,F,11/24/1982,Seoul (KOR),0,0,0,0,Shooting,"Women's 10m Air Rifle, Women's 50m Rifle 3 Positions"
Heiki Nabi,Estonia,27,193.0,114.0,M,6/6/1985,Kardla (EST),0,0,0,0,Wrestling,Men's 120kg Greco-Roman
Antonija Nad,Serbia,26,165.0,61.0,F,5/8/1986,SOMBOR (SRB),0,0,0,0,Canoe Sprint,Women's Kayak Four (K4) 500m
Giorgi Nadiradze,Georgia,24,178.0,70.0,M,9/25/1987,Tbilisi (GEO),0,0,0,0,Cycling - Road,Men's Road Race
Ralph Naef,Switzerland,32,175.0,66.0,M,5/10/1980,Kirchberg (SUI),0,0,0,0,Cycling - Mountain Bike,Men's Cross-country
Agnieszka Nagay,Poland,31,169.0,61.0,F,2/20/1981,Lodz (POL),0,0,0,0,Shooting,Women's 50m Rifle 3 Positions
Bjorn Nagel,Ukraine,34,186.0,76.0,M,1/25/1978,Brunsbuttel (GER),0,0,0,0,Equestrian,"Individual Jumping, Team Jumping, NIACK DE L'ABBAYE"
Hamza Nagga,Tunisia,22,196.0,84.0,M,5/29/1990,Tunis (TUN),0,0,0,0,Volleyball,Men's Volleyball
Yelena Nagovitsyna,Russian Federation,29,165.0,55.0,F,12/7/1982,UDMURTIA (RUS),0,0,0,0,Athletics,Women's 5000m
Peter Nagy,Hungary,26,192.0,152.0,M,1/16/1986,Komarom (HUN),0,0,0,0,Weightlifting,Men's +105kg
Tuvshinbayar Naidan,Mongolia,28,178.0,100.0,M,6/1/1984,Bulgan Province (MGL),0,1,0,1,Judo,Men's -100kg
Beata Naigambo,Namibia,32,160.0,48.0,F,3/11/1980,OILAGATI (NAM),0,0,0,0,Athletics,Women's Marathon
Karolina Naja,Poland,22,165.0,63.0,F,2/5/1990,TYCHY (POL),0,0,0,0,Canoe Sprint,"Women's Kayak Double (K2) 500m, Women's Kayak Four (K4) 500m"
Miroslava Najdanovski,Serbia,24,184.0,68.0,F,1/10/1988,Zrenjanin (SRB),0,0,0,0,Swimming,"Women's 50m Freestyle, Women's 100m Freestyle"
Mai Nakagawa,Japan,25,155.0,52.0,F,4/7/1987,Ishikawa (JPN),0,0,0,0,Diving,Women's 10m Platform
Miyuki Nakagawa,Japan,25,161.0,52.0,F,12/20/1986,KAGAMIHARA (JPN),0,0,0,0,Hockey,Women's Hockey
Seiichiro Nakagawa,Japan,33,174.0,77.0,M,6/7/1979,Kumamoto (JPN),0,0,0,0,Cycling - Track,"Men's Sprint, Men's Team Sprint"
Takahiro Nakai,Japan,21,175.0,81.0,M,10/15/1990,OBU (JPN),0,0,0,0,Judo,Men's -81kg
Hitomi Nakamichi,Japan,26,159.0,53.0,F,9/18/1985,JOYO (JPN),0,0,0,0,Volleyball,Women's Volleyball
Kentaro Nakamoto,Japan,29,173.0,58.0,M,12/7/1982,SHIMONOSEKI (JPN),0,0,0,0,Athletics,Men's Marathon
Akihiko Nakamura,Japan,21,180.0,73.0,M,10/23/1990,Nagoya (JPN),0,0,0,0,Athletics,Men's 400m Hurdles
Misato Nakamura,Japan,23,157.0,52.0,F,4/28/1989,HACHIOJI (JPN),0,0,0,0,Judo,Women's -52kg
Hiroyuki Nakano,Japan,23,173.0,67.0,M,12/9/1988,TOYOTA (JPN),0,0,0,0,Athletics,Men's 4 x 400m Relay
Riki Nakaya,Japan,23,168.0,73.0,M,7/25/1989,Matsuyama (JPN),0,1,0,1,Judo,Men's -73kg
Yukie Nakayama,Japan,33,161.0,52.0,F,3/7/1979,UTSUNOMIYA (JPN),0,0,0,0,Shooting,Women's Trap
Antoinette Nana Djimou Ida,France,27,171.0,63.0,F,8/2/1985,Douala (CMR),0,0,0,0,Athletics,Women's Heptathlon
Georgia Nanscawen,Australia,20,159.0,58.0,F,5/27/1992,Brunswick (AUS),0,0,0,0,Hockey,Women's Hockey
Bamab Napo,Togo,28,169.0,56.0,F,5/23/1984,DIMORI (TOG),0,0,0,0,Athletics,Women's 100m
Juventina Napoleao,Democratic Republic of Timor-Leste,23,154.0,48.0,F,12/22/1988,ASSALAINO (TLS),0,0,0,0,Athletics,Women's Marathon
Ryan Napoleon,Australia,22,187.0,84.0,M,5/26/1990,Hornsby (AUS),0,0,0,0,Swimming,"Men's 400m Freestyle, Men's 4x200m Freestyle Relay"
Elania Nardelli,Italy,25,160.0,60.0,F,7/7/1987,FOGGIA (ITA),0,0,0,0,Shooting,"Women's 10m Air Rifle, Women's 50m Rifle 3 Positions"
Katerina Nash,Czech Republic,34,164.0,51.0,F,12/9/1977,PRACHATICE (CZE),0,0,0,0,Cycling - Mountain Bike,Women's Cross-country
Navab Nasirshelal,Islamic Republic of Iran,23,175.0,105.0,M,4/1/1989,AHVAZ (IRI),0,0,0,0,Weightlifting,Men's 105kg
Noura Nasri,Tunisia,28,165.0,68.0,F,9/7/1983,Tunis (TUN),0,0,0,0,Shooting,Women's 10m Air Pistol
Mikhail Nastenko,Russian Federation,45,178.0,71.0,M,8/8/1966,Kiev (),0,0,0,0,Equestrian,"Individual Eventing, COOLROY PITER"
Liliyana Natsir,Indonesia,26,165.0,59.0,F,9/9/1985,MANADO,0,0,0,0,Badminton,Mixed Doubles
Josateki Naulu,Fiji,28,175.0,81.0,M,6/8/1984,Suva (FIJ),0,0,0,0,Judo,Men's -81kg
Horacio Nava,Mexico,30,180.0,64.0,M,1/20/1982,Chihuahua (MEX),0,0,0,0,Athletics,Men's 50km Race Walk
Ramunas Navardauskas,Lithuania,24,190.0,78.0,M,1/30/1988,SILALE (LTU),0,0,0,0,Cycling - Road,"Men's Individual Time Trial, Men's Road Race"
Ikhtiyor Navruzov,Uzbekistan,23,175.0,66.0,M,7/5/1989,Bukhara (UZB),0,0,0,0,Wrestling,Men's 66kg Freestyle
Meagen Nay,Australia,23,174.0,62.0,F,10/5/1988,Southport (AUS),0,0,0,0,Swimming,Women's 200m Backstroke
Emily Naylor,New Zealand,26,167.0,55.0,F,12/23/1985,Palmerston North (NZL),0,0,0,0,Hockey,Women's Hockey
Magno Prado Nazaret,Brazil,26,174.0,67.0,M,1/17/1986,DOURADOS (BRA),0,0,0,0,Cycling - Road,"Men's Individual Time Trial, Men's Road Race"
Dilshod Nazarov,Tajikistan,30,187.0,120.0,M,5/6/1982,Dushanbe (TJK),0,0,0,0,Athletics,Men's Hammer Throw
Anna Nazarova,Russian Federation,26,172.0,58.0,F,2/3/1986,Leningrad (RUS),0,0,0,0,Athletics,Women's Long Jump
Natalya Nazarova,Russian Federation,33,171.0,61.0,F,5/26/1979,Moscow (RUS),0,0,0,0,Athletics,Women's 4 x 400m Relay
Armen Nazaryan,Armenia,30,166.0,66.0,M,6/20/1982,HRAZDAN (ARM),0,0,0,0,Judo,Men's -66kg
Malal Ndiaye,Senegal,35,167.0,100.0,M,1/12/1977,Dakar (SEN),0,0,0,0,Wrestling,Men's 120kg Freestyle
Hinikissia Albertine Ndikert,Chad,19,165.0,60.0,F,9/15/1992,MAYO,0,0,0,0,Athletics,Women's 200m
Phumlile Ndzinisa,Swaziland,19,165.0,52.0,F,8/21/1992,HHOHHO (SWZ),0,0,0,0,Athletics,Women's 400m
Traian Neagu,Romania,25,183.0,82.0,M,1/3/1987,ROSIORI DE VEDE (ROU),0,0,0,0,Canoe Sprint,Men's Kayak Four (K4) 1000m
Lia Neal,United States of America,17,178.0,73.0,F,2/13/1995,Brooklyn (USA),0,0,1,1,Swimming,Women's 4x100m Freestyle Relay
Lizzie Neave,Great Britain,25,171.0,63.0,F,6/12/1987,NEWCASTLE,0,0,0,0,Canoe Slalom,Women's Kayak (K1)
Amber Neben,United States of America,37,163.0,50.0,F,2/18/1975,Santa Ana (USA),0,0,0,0,Cycling - Road,"Women's Individual Time Trial, Women's Road Race"
Severine Nebie,Burkina Faso,29,167.0,63.0,F,11/27/1982,BANDEO NAPONE (FRA),0,0,0,0,Judo,Women's -63kg
Andrei Nechita,Romania,24,183.0,70.0,M,5/29/1988,BIRLAD (ROU),0,0,0,0,Cycling - Road,Men's Road Race
Petya Nedelcheva,Bulgaria,29,170.0,76.0,F,7/30/1983,ST.ZAGORA,0,0,0,0,Badminton,Women's Singles
Candice Neethling,South Africa,20,170.0,60.0,F,2/15/1992,Durban (RSA),0,0,0,0,Cycling - Mountain Bike,Women's Cross-country
Annet Negesa,Uganda,20,170.0,55.0,F,4/24/1992,Igamba (UGA),0,0,0,0,Athletics,Women's 800m
Atsushi Negishi,Japan,35,169.0,67.0,M,3/20/1977,CHICHIBU (JPN),0,0,0,0,Equestrian,"Individual Eventing, Team Eventing, PRETTY DARLING"
Tiberiu Negrean,Romania,23,187.0,85.0,M,9/1/1988,CLUJ NAPOCA (ROU),0,0,0,0,Water Polo,Men's Water Polo
Jade Neilsen,Australia,21,175.0,70.0,F,7/24/1991,Southport (AUS),0,1,0,1,Swimming,Women's 4x200m Freestyle Relay
Barbara Nelen,Belgium,20,167.0,56.0,F,8/20/1991,Gent (BEL),0,0,0,0,Hockey,Women's Hockey
Bryshon Nellum,United States of America,23,183.0,77.0,M,5/1/1989,Los Angeles (USA),0,0,0,0,Athletics,"Men's 400m, Men's 4 x 400m Relay"
Ashleigh Nelson,Australia,25,165.0,60.0,F,3/5/1987,NARROGIN (AUS),0,0,0,0,Hockey,Women's Hockey
Haley Nemra,Marshall Islands,22,168.0,59.0,F,10/4/1989,Washington (USA),0,0,0,0,Athletics,Women's 800m
Mauro Nespoli,Italy,24,181.0,85.0,M,11/22/1987,VOGHERA,1,0,0,1,Archery,"Men's Individual, Men's Team"
Mykyta Nesterenko,Ukraine,21,209.0,110.0,M,4/15/1991,Dnipropetrovsk (UKR),0,0,0,0,Athletics,Men's Discus Throw
Margarita Nesterova,Russian Federation,22,168.0,56.0,F,9/20/1989,TADZHIKISTAN REGION (),0,0,0,0,Swimming,Women's 4x100m Freestyle Relay
Alice Nesti,Italy,23,180.0,72.0,F,7/18/1989,PISTOIA (ITA),0,0,0,0,Swimming,Women's 4x200m Freestyle Relay
Maja Neuenschwander,Switzerland,32,168.0,55.0,F,2/13/1980,Bern (SUI),0,0,0,0,Athletics,Women's Marathon
Diana Neves,Portugal,26,158.0,63.0,F,6/26/1986,CASCAIS (POR),0,0,0,0,Sailing,Women's Elliott 6m
Gal Nevo,Israel,25,178.0,78.0,M,6/29/1987,KIBUTZ HAMADIA (ISR),0,0,0,0,Swimming,"Men's 200m Butterfly, Men's 200m Individual Medley, Men's 400m Individual Medley"
Brent Newdick,New Zealand,27,186.0,90.0,M,1/31/1985,Tauranga (NZL),0,0,0,0,Athletics,Men's Decathlon
Wesley Neymour,Bahamas,23,193.0,82.0,M,9/1/1988,Nassau (BAH),0,0,0,0,Athletics,Men's 4 x 400m Relay
Ka Fung Ng,"Hong Kong, China",19,180.0,77.0,M,10/27/1992,Hong Kong (HKG),0,0,0,0,Athletics,Men's 4 x 100m Relay
Toby Ng,Canada,26,178.0,68.0,M,10/8/1985,Vancouver,0,0,0,0,Badminton,Mixed Doubles
Yan Yee Ng,Malaysia,19,155.0,55.0,F,7/11/1993,KUALA LUMPUR (MAS),0,0,0,0,Diving,Women's 3m Springboard
Josiah Ng Onn Lam,Malaysia,32,174.0,70.0,M,2/2/1980,PHILIPPINES (PHI),0,0,0,0,Cycling - Track,"Men's Sprint, Men's Keirin"
Coolboy Ngamole,South Africa,35,167.0,58.0,M,6/21/1977,Johannesburg (RSA),0,0,0,0,Athletics,Men's Marathon
Carine Ngarlemdana,Chad,17,175.0,70.0,F,11/13/1994,N'DJAMENA (CHA),0,0,0,0,Judo,Women's -70kg
Thi Anh Vien Nguyen,Vietnam,15,165.0,58.0,F,11/9/1996,CAN THO,0,0,0,0,Swimming,"Women's 200m Backstroke, Women's 400m Individual Medley"
Thi Lua Nguyen,Vietnam,21,155.0,48.0,F,7/24/1991,HANOI (HATAY),0,0,0,0,Wrestling,Women's 48kg Freestyle
Thi Thuy Nguyen,Vietnam,21,153.0,52.0,F,8/23/1990,HANOI,0,0,0,0,Weightlifting,Women's 53kg
Tien Minh Nguyen,Vietnam,29,165.0,60.0,M,2/12/1983,HO CHI MINH CITY,0,0,0,0,Badminton,Men's Singles
Sifiso Nhlapo,South Africa,25,178.0,88.0,M,5/13/1987,Johannesburg (RSA),0,0,0,0,Cycling - BMX,Men's BMX
Xia Lian Ni,Luxembourg,49,157.0,57.0,F,7/4/1963,Shanghai,0,0,0,0,Table Tennis,Women's Singles
Nery Niangkouara,Greece,29,178.0,65.0,F,3/14/1983,Athína (GRE),0,0,0,0,Swimming,"Women's 50m Freestyle, Women's 100m Freestyle, Women's 4x100m Freestyle Relay"
Vincenzo Nibali,Italy,27,179.0,61.0,M,11/14/1984,MESSINA (ITA),0,0,0,0,Cycling - Road,Men's Road Race
Ella Nicholas,Cook Islands,21,158.0,62.0,F,12/15/1990,Tauranga (NZL),0,0,0,0,Canoe Slalom,Women's Kayak (K1)
Alana Nicholls,Australia,26,172.0,66.0,F,4/6/1986,Stirling (AUS),0,0,0,0,Canoe Sprint,Women's Kayak Single (K1) 500m
Caroline Nichols,United States of America,27,163.0,64.0,F,12/15/1984,Hamilton (BER),0,0,0,0,Hockey,Women's Hockey
Jennifer Nichols,United States of America,28,183.0,64.0,F,10/4/1983,Kansas City,0,0,0,0,Archery,"Women's Individual, Women's Team"
Andrew Nicholson,New Zealand,51,182.0,75.0,M,8/1/1961,TE AWAMUTU (NZL),0,0,1,1,Equestrian,"Individual Eventing, Team Eventing, NEREO"
Cory Niefer,Canada,36,183.0,70.0,M,10/18/1975,Yorkton (CAN),0,0,0,0,Shooting,"Men's 10m Air Rifle, Men's 50m Rifle Prone"
Jaime Nielsen,New Zealand,26,177.0,70.0,F,9/3/1985,Hamilton (NZL),0,0,0,0,Cycling - Track,Women's Team Pursuit
Mie Nielsen,Denmark,15,184.0,67.0,F,9/25/1996,Aalborg (DEN),0,0,0,0,Swimming,"Women's 100m Backstroke, Women's 200m Backstroke, Women's 4x100m Freestyle Relay, Women's 4x100m Medley Relay"
Stine Nielsen,Denmark,21,161.0,81.0,F,2/9/1991,FAABORG,0,0,0,0,Shooting,"Women's 10m Air Rifle, Women's 50m Rifle 3 Positions"
Anu Nieminen,Finland,34,171.0,62.0,F,12/16/1977,Helsinki,0,0,0,0,Badminton,Women's Singles
Jamie Nieto,United States of America,35,193.0,83.0,M,11/2/1976,Chula Vista (USA),0,0,0,0,Athletics,Men's High Jump
Kirsten Nieuwendam,Suriname,20,160.0,54.0,F,8/26/1991,Paramaribo (SUR),0,0,0,0,Athletics,Women's 200m
Oliba Seledina Nieve Arroyo,Ecuador,34,168.0,90.0,F,11/25/1977,QUININDE (ECU),0,0,0,0,Weightlifting,Women's +75kg
Ivan Nifontov,Russian Federation,25,172.0,81.0,M,6/5/1987,Kazakhstan (),0,0,1,1,Judo,Men's -81kg
Marek Niit,Estonia,24,182.0,82.0,M,9/8/1987,Kuressaare (EST),0,0,0,0,Athletics,"Men's 100m, Men's 200m"
Hitomi Niiya,Japan,24,165.0,44.0,F,2/26/1988,SOJA (JPN),0,0,0,0,Athletics,"Women's 5000m, Women's 10,000m"
Moniek Nijhuis,Netherlands,24,179.0,66.0,F,3/20/1988,Losser (NED),0,0,0,0,Swimming,"Women's 100m Breaststroke, Women's 4x100m Medley Relay"
Amin Nikfar,Islamic Republic of Iran,31,198.0,130.0,M,1/2/1981,USA (USA),0,0,0,0,Athletics,Men's Shot Put
Milos Nikic,Serbia,26,194.0,79.0,M,3/31/1986,CETNJE (MNE),0,0,0,0,Volleyball,Men's Volleyball
Slobodan Nikic,Serbia,29,194.0,105.0,M,1/25/1983,Zrenjanin (SRB),0,0,0,0,Water Polo,Men's Water Polo
Gabriela Nikitina,Latvia,18,179.0,63.0,F,6/2/1994,Riga (LAT),0,0,0,0,Swimming,Women's 50m Freestyle
Minna Nikkanen,Finland,24,169.0,53.0,F,4/9/1988,Somero (FIN),0,0,0,0,Athletics,Women's Pole Vault
Alexandr Nikolaenko,Russian Federation,32,190.0,78.0,M,6/6/1980,Novosibirsk,0,0,0,0,Badminton,Mixed Doubles
Egor Nikolaev,Russian Federation,24,176.0,60.0,M,4/28/1988,Sverdlovsk Region (RUS),0,0,0,0,Athletics,Men's 1500m
Pavel Nikolaev,Russian Federation,27,191.0,91.0,M,11/14/1984,Moscow Region (RUS),0,0,0,0,Canoe Sprint,"Men's Kayak Single (K1) 1000m, Men's Kayak Four (K4) 1000m"
Nikolay Nikolov,Bulgaria,26,206.0,93.0,M,7/29/1986,KARNOBAT (BUL),0,0,0,0,Volleyball,Men's Volleyball
Vladimir Nikolov,Bulgaria,34,200.0,95.0,M,10/3/1977,Sofia (BUL),0,0,0,0,Volleyball,Men's Volleyball
Stefan Nilsson,Sweden,21,185.0,88.0,M,8/12/1990,MAGLARP (SWE),0,0,0,0,Shooting,Men's Skeet
Issam Nima,Algeria,33,187.0,75.0,M,4/8/1979,Alger (ALG),0,0,0,0,Athletics,Men's Triple Jump
Stefan Nimke,Germany,34,186.0,94.0,M,3/1/1978,HAGENOW (GER),0,0,0,0,Cycling - Track,Men's Team Sprint
Pedro Nimo,Spain,32,182.0,60.0,M,6/5/1980,Santiago (ESP),0,0,0,0,Athletics,Men's Marathon
Enia Nincevic,Croatia,22,173.0,62.0,F,7/9/1990,Split (CRO),0,0,0,0,Sailing,Women's 470
Ivana Ninkovic,Bosnia and Herzegovina,16,171.0,60.0,F,12/15/1995,TREBINJE (BIH),0,0,0,0,Swimming,Women's 100m Breaststroke
Viktor Ninov,Bulgaria,24,197.0,82.0,M,6/19/1988,CHERV. BRYAG (BUL),0,0,0,0,Athletics,Men's High Jump
Tapio Nirkko,Finland,27,194.0,96.0,M,8/24/1984,Espoo (FIN),0,0,0,0,Sailing,Men's Finn
Masashi Nishiyama,Japan,27,178.0,90.0,M,7/9/1985,SHIMONOSEKI (JPN),0,0,1,1,Judo,Men's -90kg
Yudai Nitta,Japan,26,173.0,77.0,M,1/25/1986,AIZUWAKAMATSU (JPN),0,0,0,0,Cycling - Track,Men's Team Sprint
Koki Niwa,Japan,17,162.0,51.0,M,10/10/1994,TOMAKOMAI (JPN),0,0,0,0,Table Tennis,Men's Team
Daulet Niyazbekov,Kazakhstan,23,176.0,55.0,M,2/12/1989,KZYL,0,0,0,0,Wrestling,Men's 55kg Freestyle
Jackson Niyomugabo,Rwanda,24,184.0,71.0,M,1/1/1988,KARONGI (RWA),0,0,0,0,Swimming,Men's 50m Freestyle
Francine Niyonsaba,Burundi,19,161.0,56.0,F,5/5/1993,NKANDA BWERU (BDI),0,0,0,0,Athletics,Women's 800m
Adrien Niyonshuti,Rwanda,25,165.0,68.0,M,1/2/1987,KIGABIRO,0,0,0,0,Cycling - Mountain Bike,Men's Cross-country
Mercy Wanjiku Njoroge,Kenya,26,154.0,46.0,F,6/10/1986,NYANDARUA (KEN),0,0,0,0,Athletics,Women's 3000m Steeplechase
Tavevele Noa,Tuvalu,20,176.0,74.0,M,4/20/1992,FUNAFUTI (TUV),0,0,0,0,Athletics,Men's 100m
Gavin Noble,Ireland,31,186.0,75.0,M,4/9/1981,ENNISKILLEN (IRL),0,0,0,0,Triathlon,Men's Triathlon
Zofia Noceti-Klepacka,Poland,26,170.0,59.0,F,4/26/1986,Warszawa (POL),0,0,0,0,Sailing,Women's RS-X
Melanie Nocher,Ireland,24,179.0,67.0,F,6/18/1988,COUNTY DOWN (IRL),0,0,0,0,Swimming,"Women's 100m Backstroke, Women's 200m Backstroke"
Nikolay Noev,Tajikistan,24,166.0,55.0,M,2/24/1988,SAKHA (RUS),0,0,0,0,Wrestling,Men's 55kg Freestyle
Artur Noga,Poland,24,196.0,92.0,M,5/2/1988,RACIBORZ (POL),0,0,0,0,Athletics,Men's 110m Hurdles
Errol Nolan,Jamaica,20,178.0,77.0,M,8/18/1991,Houston (JAM),0,0,0,0,Athletics,"Men's 400m, Men's 4 x 400m Relay"
Lisa Norden,Sweden,27,176.0,60.0,F,11/24/1984,KRISTIANSTAD (SWE),0,0,0,0,Triathlon,Women's Triathlon
Josefin Nordlow,Sweden,30,171.0,65.0,F,3/9/1982,Sjalevad (SWE),0,0,0,0,Canoe Sprint,Women's Kayak Double (K2) 500m
Omid Haji Noroozi,Islamic Republic of Iran,26,174.0,60.0,M,2/18/1986,SHIRAZ (IRI),0,0,0,0,Wrestling,Men's 60kg Greco-Roman
Allan Norregaard,Denmark,31,173.0,73.0,M,3/19/1981,KOLDING (DEN),0,0,0,0,Sailing,Men's 49er
Yana Noskova,Russian Federation,18,163.0,59.0,F,2/2/1994,Moscow (RUS),0,0,0,0,Table Tennis,Women's Singles
Nadia Noujani,Morocco,30,164.0,46.0,F,9/3/1981,TOUARGA (MAR),0,0,0,0,Athletics,Women's 5000m
Melonin Noumonvi,France,29,183.0,84.0,M,10/10/1982,Paris (FRA),0,0,0,0,Wrestling,Men's 84kg Greco-Roman
Marko Novakovic,Serbia,23,186.0,95.0,M,1/4/1989,SENTA (SRB),0,0,0,0,Canoe Sprint,Men's Kayak Single (K1) 200m
Maryna Novik,Belarus,28,167.0,68.0,F,1/19/1984,ZHODINO (BLR),0,0,0,0,Athletics,Women's Javelin Throw
Mikalai Novikau,Belarus,26,170.0,88.0,M,6/13/1986,DOBRUSH,0,0,0,0,Weightlifting,Men's 85kg
Nastassia Novikava,Belarus,30,150.0,58.0,F,11/16/1981,ZHODINO,0,0,0,0,Weightlifting,Women's 58kg
Roman Novotny,Czech Republic,26,181.0,77.0,M,1/5/1986,Prerov (CZE),0,0,0,0,Athletics,Men's Long Jump
Iryna Novozhylova,Ukraine,26,175.0,85.0,F,1/7/1986,Shostka (UKR),0,0,0,0,Athletics,Women's Hammer Throw
Lukasz Nowak,Poland,23,194.0,78.0,M,12/18/1988,Poznan (POL),0,0,0,0,Athletics,Men's 50km Race Walk
Piotr Nowakowski,Poland,24,206.0,105.0,M,12/18/1987,ZYRADOW (POL),0,0,0,0,Volleyball,Men's Volleyball
Isaac Ntiamoah,Australia,29,172.0,75.0,M,10/27/1982,Canberra (AUS),0,0,0,0,Athletics,Men's 4 x 100m Relay
